S/N,E-waste Collection Points,Collection Type,Location,Postal Code,Remarks,Website,
536,SHENG SIONG @ 451 BUKIT BATOK,2. Retailer E-bin,"451 BUKIT BATOK WEST AVENUE 6, #01-10, COMMON CORRIDOR",650451,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
537,SHENG SIONG @ 602A TAMPINES,2. Retailer E-bin,"602A TAMPINES AVENUE 9, #01-01, MAIN ENTRANCE",521602,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
538,SHENG SIONG @ 720 CLEMENTI WEST,2. Retailer E-bin,"720 CLEMENTI WEST ST 2, #01-144, COMMON CORRIDOR",120720,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
539,SHENG SIONG @ CANBERRA,2. Retailer E-bin,"105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05, COMMON CORRIDOR",750105,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
540,SHENG SIONG @ ITE COLLEGE CENTRAL,2. Retailer E-bin,"2 ANG MO KIO DRIVE, #A1-12, NEAR ENTRANCE, BESIDE CHECK IN AREA",567720,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
541,SINGTEL @ COMCENTRE,2. Retailer E-bin,"31B EXETER ROAD, COMCENTRE",239733,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
542,STARHUB @ PLAZA SINGAPURA,2. Retailer E-bin,"68 ORCHARD ROAD, PLAZA SINGAPURA, #01-36, IN-STORE",238839,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
543,STARHUB @ TAMPINES CENTRAL,2. Retailer E-bin,"4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #02-27, IN-STORE",529510,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
544,GIANT @ 181 TOA PAYON LORONG 4,3. Manned Collection (Contact staff for disp,"181 TOA PAYOH LORONG 4, #01-602",310181,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
545,GIANT @ PAYA LEBAR SQUARE,3. Manned Collection (Contact staff for disp,"60 PAYA LEBAR ROAD, #B1-01",409051,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
546,GIANT @ WOODLANDS MART,3. Manned Collection (Contact staff for disp,"768 WOODLANDS AVENUE 6, #01-33",730768,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,
547,APPLE @ JEWEL,3. Manned Collection (Contact staff for disp,"78 AIRPORT BOULEVARD, JEWEL, #02-234",819666,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
548,APPLE @ MBS,3. Manned Collection (Contact staff for disp,"2 BAYFRONT AVENUE, Marina Bay Sands, B2-06",18972,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
549,APPLE @ ORCHARD,3. Manned Collection (Contact staff for disp,"270 ORCHARD ROAD, APPLE ORCHARD",238857,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
550,M1 @ BUGIS JUNCTION,3. Manned Collection (Contact staff for disp,"80 MIDDLE ROAD, BUGIS JUNCTION, #01-81",188966,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
551,M1 @ CAUSEWAY POINT,3. Manned Collection (Contact staff for disp,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-01",738099,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
552,M1 @ IMM,3. Manned Collection (Contact staff for disp,"2 JURONG EAST STREET 21, IMM, #01-53",609601,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
553,M1 @ NEX,3. Manned Collection (Contact staff for disp,"23 SERANGOON CENTRAL, NEX, #B1-56",556083,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
554,M1 @ ONE RAFFLES PLACE,3. Manned Collection (Contact staff for disp,"1 RAFFLES PLACE, ONE RAFFLES PLACE, #02-25",48616,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
555,M1 @ PARKWAY PARADE,3. Manned Collection (Contact staff for disp,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-24",449269,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
556,M1 @ PERANAKAN PLACE COMPLEX,3. Manned Collection (Contact staff for disp,"178B - 180A ORCHARD ROAD, PERANAKAN PLACE COMPLEX",238845,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
557,M1 @ TAMPINES MALL,3. Manned Collection (Contact staff for disp,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-01",529510,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
558,M1 @ WEST MALL,3. Manned Collection (Contact staff for disp,"1 BUKIT BATOK CENTRAL LINK, WEST MALL, #01-16",658713,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
559,POPULAR SINGAPORE / URBANWRITE @ UNITED SQUARE,3. Manned Collection (Contact staff for disp,"101 THOMSON ROAD, UNITED SQUARE, #B1-56/56A",307591,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
560,POPULAR SINGAPORE @ BEDOK MALL,3. Manned Collection (Contact staff for disp,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B2-02/35/36",467360,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
561,POPULAR SINGAPORE @ BUKIT PANJANG PLAZA,3. Manned Collection (Contact staff for disp,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-01",677743,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
562,POPULAR SINGAPORE @ BUKIT TIMAH PLAZA,3. Manned Collection (Contact staff for disp,"1 JALAN ANAK BUKIT, BUKIT TIMAH PLAZA, #01-16",588996,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
563,POPULAR SINGAPORE @ CAUSEWAY POINT,3. Manned Collection (Contact staff for disp,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-29/30",738099,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
564,POPULAR SINGAPORE @ CLEMENTI MALL,3. Manned Collection (Contact staff for disp,"3155 COMMONWEALTH AVENUE WEST, CLEMENTI MALL, #05-01 TO 05",129588,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
565,POPULAR SINGAPORE @ COMPASS ONE,3. Manned Collection (Contact staff for disp,"1 SENG KANG SQUARE, COMPASS ONE, #03-11",545078,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
566,POPULAR SINGAPORE @ EASTPOINT MALL,3. Manned Collection (Contact staff for disp,"3 SIMEI STREET 6, EASTPOINT MALL, #03-23",528833,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
567,POPULAR SINGAPORE @ HDB HUB,3. Manned Collection (Contact staff for disp,"530 TOA PAYOH LOR 6, HDB HUB, #02-01",310530,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
568,POPULAR SINGAPORE @ HEARTLAND MALL - KOVAN,3. Manned Collection (Contact staff for disp,"205 HOUGANG STREET 21, HEARTLAND MALL - KOVAN, #03-00",530205,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
569,POPULAR SINGAPORE @ HOUGANG MALL,3. Manned Collection (Contact staff for disp,"90 HOUGANG AVENUE, HOUGANG MALL, #03-15",538766,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
570,POPULAR SINGAPORE @ JUNCTION 8 SHOPPING CENTRE,3. Manned Collection (Contact staff for disp,"9 BISHAN PLACE, JUNCTION 8, #04-02A",579837,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
571,POPULAR SINGAPORE @ JURONG POINT,3. Manned Collection (Contact staff for disp,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-41",648886,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
572,POPULAR SINGAPORE @ LOT ONE SHOPPERS' MALL,3. Manned Collection (Contact staff for disp,"21 CHOA CHU KANG AVENUE 4, LOT ONE, #03-13",689812,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
573,POPULAR SINGAPORE @ MARINE PARADE CENTRAL,3. Manned Collection (Contact staff for disp,"86 MARINE PARADE CENTRAL, #02-101/102",440086,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
574,POPULAR SINGAPORE @ NEX MALL,3. Manned Collection (Contact staff for disp,"23 SERANGOON CENTRAL, NEX MALL, #04-59/60",556083,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
575,POPULAR SINGAPORE @ NORTHPOINT CITY,3. Manned Collection (Contact staff for disp,"930 YISHUN AVENUE 2, NORTHPOINT CITY, #03-12",769098,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
576,POPULAR SINGAPORE @ OASIS TERRACES,3. Manned Collection (Contact staff for disp,"681 PUNGGOL DRIVE, OASIS TERRACES, #03-15/16",820681,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
577,POPULAR SINGAPORE @ PARKWAY PARADE,3. Manned Collection (Contact staff for disp,"80 MARINE PARADE ROAD, PARKWAY PARADE, #B-70/71",449269,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
578,POPULAR SINGAPORE @ PAYA LEBAR QUARTER (PLQ),3. Manned Collection (Contact staff for disp,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER, #03-01/02/03",409057,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
579,POPULAR SINGAPORE @ SELETAR MALL,3. Manned Collection (Contact staff for disp,"33 SENGKANG WEST AVENUE, SELETAR MALL, #03-06 TO 09",797653,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
580,POPULAR SINGAPORE @ TAMPINES MALL,3. Manned Collection (Contact staff for disp,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-17",529510,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
581,POPULAR SINGAPORE @ TIONG BAHRU PLAZA,3. Manned Collection (Contact staff for disp,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-115",168732,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
582,POPULAR SINGAPORE @ UNITED SQUARE,3. Manned Collection (Contact staff for disp,"101 THOMSON ROAD, UNITED SQUARE, #02-22/25",307591,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
583,POPULAR SINGAPORE @ VIVOCITY,3. Manned Collection (Contact staff for disp,"1 HARBOURFRONT WALK, VIVOCITY, #B1-16/17",98585,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
584,POPULAR SINGAPORE @ WEST MALL,3. Manned Collection (Contact staff for disp,"1 BUKIT BATOK CENTRAL LINK, WEST MALL, #04-02",658713,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
585,POPULAR SINGAPORE @ WESTGATE,3. Manned Collection (Contact staff for disp,"3 GATEWAY DRIVE, WESTGATE, #04-26/27",608532,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
586,POPULAR SINGAPORE @ WHITE SANDS,3. Manned Collection (Contact staff for disp,"1 PASIR RIS CENTRAL STREET 3, WHITE SANDS, #04-12/13",518457,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
587,SONY @ 313 SOMERSET,3. Manned Collection (Contact staff for disp,"313 ORCHARD ROAD, 313 SOMERSET, #02-28",238895,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
588,SONY @ NEX,3. Manned Collection (Contact staff for disp,"23 SERANGOON CENTRAL, NEX, #03-21",556083,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
589,SONY @ WISMA ATRIA,3. Manned Collection (Contact staff for disp,"435 ORCHARD ROAD, WISMA ATRIA, #03-01",238877,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
590,STARHUB @ PLAZA SINGAPURA,3. Manned Collection (Contact staff for disp,"68 ORCHARD ROAD, STARHUB @ PLAZA SINGAPURA, #01-36, IN-STORE",238839,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
591,STARHUB @ TAMPINES CENTRAL,3. Manned Collection (Contact staff for disp,"4 TAMPINES CENTRAL 5, STARHUB @ TAMPINES, #02-27, IN-STORE",529510,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
592,COURTS @ FUNAN,3. Manned Collection (Contact staff for disp,"107 NORTH BRIDGE ROAD, FUNAN, #03-01",179105,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
593,COURTS @ LOT ONE,3. Manned Collection (Contact staff for disp,"21 CHOA CHU KANG AVE 4, LOT ONE, #03-01",689812,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
594,COURTS @ SIM LIAN BUILDING,3. Manned Collection (Contact staff for disp,"205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING",588181,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
595,COURTS @ TAMPINES MALL,3. Manned Collection (Contact staff for disp,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-16/16A",529510,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
596,SHELL ALEXANDRA,4. Non-regulated products recycling,358 ALEXANDRA ROAD,159950,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
597,SHELL ANG MO KIO,4. Non-regulated products recycling,3535 ANG MO KIO AVENUE 6,569839,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
598,SHELL BOON LAY,4. Non-regulated products recycling,2 BOON LAY AVENUE,649960,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
599,SHELL BRADDELL,4. Non-regulated products recycling,110 BRADDELL ROAD,359914,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
600,SHELL BUKIT BATOK (AVE 3),4. Non-regulated products recycling,11 BUKIT BATOK WEST AVENUE 3,659166,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
601,SHELL BUKIT BATOK (AVE 6),4. Non-regulated products recycling,28 BUKIT BATOK EAST AVENUE 6,659760,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
602,SHELL CHOA CHU KANG,4. Non-regulated products recycling,20 CHOA CHU KANG DRIVE,689717,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
603,SHELL EAST COAST,4. Non-regulated products recycling,338 EAST COAST ROAD,428961,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
604,SHELL HAVELOCK,4. Non-regulated products recycling,548 HAVELOCK ROAD,169637,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
605,SHELL JURONG WEST,4. Non-regulated products recycling,21 JURONG WEST AVENUE 5,649481,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
606,SHELL MARSILING,4. Non-regulated products recycling,10 MARSILING ROAD,739109,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
607,SHELL NEWTON HOOPER,4. Non-regulated products recycling,150 BUKIT TIMAH ROAD,229846,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
608,SHELL PASIR RIS,4. Non-regulated products recycling,1 NEW LOYANG LINK,506931,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
609,SHELL PAYA LEBAR,4. Non-regulated products recycling,98 PAYA LEBAR ROAD,409008,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
610,SHELL PAYA LEBAR MACPHERSON,4. Non-regulated products recycling,255 PAYA LEBAR ROAD,409037,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
611,SHELL SERANGOON GARDEN,4. Non-regulated products recycling,49 SERANGOON GARDEN WAY,555944,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
612,SHELL SIGLAP,4. Non-regulated products recycling,40 UPPER EAST COAST ROAD,455212,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
613,SHELL SIMPANG BEDOK,4. Non-regulated products recycling,331 BEDOK ROAD,469504,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
614,SHELL TAMPINES,4. Non-regulated products recycling,9 TAMPINES AVENUE 2,529731,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
615,SHELL THOMSON,4. Non-regulated products recycling,324 THOMSON ROAD,307672,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
616,SHELL TIONG BAHRU,4. Non-regulated products recycling,603 TIONG BAHRU ROAD,158788,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
617,SHELL TOA PAYOH,4. Non-regulated products recycling,248 TOA PAYOH LORONG 1,319755,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
618,SHELL WOODLANDS,4. Non-regulated products recycling,20 WOODLANDS AVENUE 9,738954,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
619,SHELL YISHUN,4. Non-regulated products recycling,1 YISHUN STREET 11,768642,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.facebook.com/metalosg/,
620,ANG MO KIO HUB,4. Non-regulated products recycling,"53 ANG MO KIO AVENUE 3, AMK HUB, #03-13",569933,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
621,ONE MARINA,4. Non-regulated products recycling,"1 MARINA BOULEVARD, ONE MARINA BOULEVARD, B1",18989,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
622,JURONG POINT,4. Non-regulated products recycling,"1 JURONG WEST CENTRAL 2, JURONG POINT, BESIDES SKECHERS #01-16H/J",648886,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
623,WISMA ATRIA,4. Non-regulated products recycling,"435 ORCHARD ROAD, WISMA ATRIA, LEVEL 6 BESIDE CARPARK",238877,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
624,SENGKANG GENERAL HOSPITAL,4. Non-regulated products recycling,"110 SENGKANG EAST WAY, SENGKANG GENERAL HOSPITAL, LEVEL 8",544886,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
625,CHANGI GENERAL HOSPITAL,4. Non-regulated products recycling,"2 SIMEI STREET 3, CHANGI GENERAL HOSPITAL",529889,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
626,ESR BIZPARK@CHANGI,4. Non-regulated products recycling,"8 CHANGI BUSINESS PARK AVENUE 1, ESR BIZPARK #01-51",486018,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
627,SEMBAWANG SHOPPING CENTRE,4. Non-regulated products recycling,"604 SEMBAWANG ROAD, SEMBAWANG SHOPPING CENTRE, 2F",758459,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
628,23 GHIM MOH LINK,4. Non-regulated products recycling,23 GHIM MOH LINK,271023,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
629,SINGPOST CENTRE,4. Non-regulated products recycling,"10 EUNOS ROAD 8, SINGPOST CENTRE",408600,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
630,SINGAPORE GENERAL HOSPITAL,4. Non-regulated products recycling,"20 COLLEGE ROAD, ACADEMIA BUILDING",169856,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
631,SOUTH BEACH AVENUE,4. Non-regulated products recycling,"26 BEACH ROAD, SOUTH BEACH AVENUE",189768,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
632,TZU CHI HUMANISTIC YOUTH CENTRE,4. Non-regulated products recycling,"30A YISHUN CENTRAL 1, TZU CHI HUMANISTIC YOUTH CENTRE",768796,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
633,MARINA ONE,4. Non-regulated products recycling,"5 STRAITS VIEW, MARINA ONE, #B2-79",18935,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
634,336A SEMBAWANG CRESCENT MSCP,4. Non-regulated products recycling,336A SEMBAWANG CRESCENT,751336,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
635,406A SEMBAWANG DRIVE MSCP,4. Non-regulated products recycling,406A SEMBAWANG DRIVE,751406,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
636,NORTHPOINT CITY,4. Non-regulated products recycling,"930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, LEVEL 2",769098,"E-waste accepted: Non-regulated products only; E.g. Small household appliances,
gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
637,CHENG SAN COMMUNITY CENTRE,4. Non-regulated products recycling,"6 ANG MO KIO STREET 53, CHENG SAN COMMUNITY CENTRE, LEVEL 1",569205,"E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies",https://www.kgs.com.sg/,
,,,,,,,
