"""S/N""","""E-waste Collection Points""","""Collection Type""","""Location""","""Postal Code""","""poster""","""Remarks""","""Website""","""lat""","""lng"""
347,"""SHENG SIONG @ 292 BUKIT BATOK EAST AVENUE""","""2. Retailer E-bin""","""292 BUKIT BATOK EAST AVENUE 6, #01-02""",650292,650292,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.344471363,103.7553946
348,"""SHENG SIONG @ 3 YUAN CHING""","""2. Retailer E-bin""","""3 YUAN CHING RD, #01-01A/02""",618642,618642,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.325474088,103.7252477
349,"""SHENG SIONG @ 301 GEYLANG""","""2. Retailer E-bin""","""301 GEYLANG ROAD, #01-02""",389344,389344,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.312721174,103.878642
350,"""SHENG SIONG @ 301 PUNGGOL CENTRAL""","""2. Retailer E-bin""","""301 PUNGGOL CENTRAL, #01-01""",820301,820301,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.403719398,103.906138
351,"""SHENG SIONG @ 301 WOODLANDS""","""2. Retailer E-bin""","""301 WOODLANDS ST 31, #01-217""",730301,730301,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.43150527,103.7735157
352,"""SHENG SIONG @ 351 ANCHORVALE ROAD""","""2. Retailer E-bin""","""351 ANCHORVALE ROAD, #01-05""",540351,540351,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.393327866,103.8866176
353,"""SHENG SIONG @ 352 CLEMENTI""","""2. Retailer E-bin""","""352 CLEMENTI AVE 2, #01-91""",120352,120352,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.31427266,103.7713609
354,"""SHENG SIONG @ 4 LOR 7 TOA PAYOH""","""2. Retailer E-bin""","""4 LORONG 7 TOA PAYOH, #01-107""",310004,310004,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.339044798,103.8555411
355,"""SHENG SIONG @ 4 WOODLANDS""","""2. Retailer E-bin""","""4 WOODLANDS STREET 12, #02-61""",738623,738623,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.433543181,103.7798819
356,"""SHENG SIONG @ 420A CLEMENTI""","""2. Retailer E-bin""","""420A CLEMENTI AVE 1, #01-01""",121420,121420,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.309733312,103.7686373
357,"""SHENG SIONG @ 455 SENGKANG""","""2. Retailer E-bin""","""455 SENGKANG WEST AVENUE, #01-16""",790455,790455,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.391836883,103.8711904
358,"""SHENG SIONG @ 506 TAMPINES""","""2. Retailer E-bin""","""506 TAMPINES CENTRAL 1, #01-361""",520506,520506,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.355952387,103.9459374
359,"""SHENG SIONG @ 52 CHIN SWEE""","""2. Retailer E-bin""","""52 CHIN SWEE RD, #01-25""",160052,160052,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.287082783,103.8415801
360,"""SHENG SIONG @ 539A BEDOK NORTH""","""2. Retailer E-bin""","""539A BEDOK NORTH ST 3, #01-477""",461539,461539,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.332402306,103.9255006
361,"""SHENG SIONG @ 544 JURONG WEST""","""2. Retailer E-bin""","""544 JURONG WEST ST 42, #01-97""",640544,640544,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.352393583,103.7157595
362,"""SHENG SIONG @ 573 WOODLANDS""","""2. Retailer E-bin""","""573 WOODLANDS DRIVE 16, #02-01""",730573,730573,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.431098072,103.7985076
363,"""SHENG SIONG @ 61 TEBAN GARDENS RD""","""2. Retailer E-bin""","""61 TEBAN GARDENS RD, #01-21""",600061,600061,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.32237497,103.7384128
364,"""SHENG SIONG @ 623 ELIAS MALL""","""2. Retailer E-bin""","""623 ELIAS ROAD, #B1-01""",510623,510623,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.377828766,103.9423643
365,"""SHENG SIONG @ 675 YISHUN""","""2. Retailer E-bin""","""675 YISHUN AVENUE 4, #01-10""",760675,760675,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.420062937,103.8435614
366,"""SHENG SIONG @ 7 JURONG WEST""","""2. Retailer E-bin""","""7 JURONG WEST AVE 5, #01-01""",649486,649486,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.348784897,103.7034157
367,"""SHENG SIONG @ 739A BEDOK RESERVOIR""","""2. Retailer E-bin""","""739A BEDOK RESERVOIR RD, #01-01""",471739,471739,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.338242032,103.9233039
368,"""SHENG SIONG @ 785E WOODLANDS""","""2. Retailer E-bin""","""785E WOODLANDS RISE, #01-01""",735785,735785,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.446792595,103.8054835
369,"""SHENG SIONG @ 845 YISHUN""","""2. Retailer E-bin""","""845 YISHUN STREET 81, #01-184""",760845,760845,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.416079404,103.8350192
370,"""SHENG SIONG @ 88 TANGLIN HALT""","""2. Retailer E-bin""","""88 TANGLIN HALT ROAD, #01-10""",141088,141088,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.302038022,103.7980217
371,"""SHENG SIONG @ 925 YISHUN CENTRAL""","""2. Retailer E-bin""","""925 YISHUN CENTRAL 1, #01-211""",760925,760925,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.427505497,103.8371253
372,"""SHENG SIONG @ ANCHORVALE""","""2. Retailer E-bin""","""338 ANCHORVALE CRESCENT, #01-11""",540338,540338,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.399227725,103.8896559
373,"""SHENG SIONG @ BOON KENG""","""2. Retailer E-bin""","""11 UPPER BOON KENG ROAD, #01-901""",380011,380011,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.31423937,103.870914
374,"""SHENG SIONG @ BUKIT BATOK WEST""","""2. Retailer E-bin""","""440 BUKIT BATOK WEST AVE 8, #01-10""",650440,650440,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.355723081,103.7393031
375,"""SHENG SIONG @ CIRCUIT ROAD""","""2. Retailer E-bin""","""18B CIRCUIT ROAD, #01-260""",372018,372018,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.329181051,103.8882484
376,"""SHENG SIONG @ DAWSON""","""2. Retailer E-bin""","""85 DAWSON ROAD, #01-01""",141085,141085,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.295319663,103.8097586
377,"""SHENG SIONG @ EDGEDALE PLAINS""","""2. Retailer E-bin""","""660A EDGEDALE PLAINS, #01-01""",821660,821660,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.402621973,103.9165196
378,"""SHENG SIONG @ FERNVALE LINK""","""2. Retailer E-bin""","""417 FERNVALE LINK, #01-11""",790417,790417,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.39158623,103.8798746
379,"""SHENG SIONG @ FERNVALE ST""","""2. Retailer E-bin""","""473 FERVALE STREET, #01-06""",790473,790473,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.397798747,103.8816988
380,"""SHENG SIONG @ JUNCTION 10""","""2. Retailer E-bin""","""1 WOODLANDS ROAD, JUNCTION 10, #01-07""",677899,677899,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.38018163,103.7604193
381,"""SHENG SIONG @ JUNCTION 9""","""2. Retailer E-bin""","""18 YISHUN AVENUE 9, JUNCTION NINE, #02-06""",768897,768897,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.433060217,103.8416494
382,"""SHENG SIONG @ MARSILING DRIVE 202""","""2. Retailer E-bin""","""202 MARSILING DRIVE, #01-138""",730202,730202,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.443151211,103.7751648
383,"""SHENG SIONG @ NEW WORLD CENTRE""","""2. Retailer E-bin""","""1 JALAN BERSEH, #B1-02/22""",209037,209037,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.307785095,103.857011
384,"""SHENG SIONG @ PASIR RIS""","""2. Retailer E-bin""","""527D PASIR RIS STREET 51, #01-01""",514527,514527,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.369686255,103.9479224
385,"""SHENG SIONG @ POTONG PASIR COMMUNITY CLUB""","""2. Retailer E-bin""","""6 POTONG PASIR AVENUE 2, LEVEL 1""",358361,358361,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.332582969,103.8671398
386,"""SHENG SIONG @ SEGAR""","""2. Retailer E-bin""","""547 SEGAR ROAD, #01-06""",670547,670547,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.388240217,103.7695754
387,"""SHENG SIONG @ SUMANG LINK""","""2. Retailer E-bin""","""312A SUMANG LINK, #01-04""",821312,821312,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.410819269,103.9003717
388,"""SHENG SIONG @ TAMPINES ST 86 872C""","""2. Retailer E-bin""","""872C TAMPINES STREET 86""",523872,523872,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.355226471,103.9316263
389,"""7-ELEVEN @ CITY HALL MRT STATION""","""2. Retailer E-bin""","""150 NORTH BRIDGE ROAD, CITY HALL MRT STATION, #B1-01""",179100,179100,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.292936722,103.8525856
392,"""COLD STORAGE @ CAUSEWAY POINT""","""2. Retailer E-bin""","""1 WOODLANDS SQUARE, #B1-31""",738099,738099,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.435900079,103.7857958
393,"""COLD STORAGE @ CLAYMORE CONNECT ORCHARD HOTEL""","""2. Retailer E-bin""","""442 ORCHARD ROAD, #B1-01""",238879,238879,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.307668609,103.8281644
394,"""COLD STORAGE @ CLEMENTI ARCADE""","""2. Retailer E-bin""","""41 SUNSET WAY, #01-01A""",597071,597071,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.323552869,103.7675155
395,"""COLD STORAGE @ EAST VILLAGE""","""2. Retailer E-bin""","""430 UPPER CHANGI ROAD, #01-47""",487048,487048,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.331775815,103.9462012
396,"""COLD STORAGE @ GREENWICH VILLAGE""","""2. Retailer E-bin""","""1 SELETAR ROAD, #01-11""",807011,807011,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.387395394,103.869136
398,"""COLD STORAGE @ HEARTLAND MALL - KOVAN""","""2. Retailer E-bin""","""205 HOUGANG STREET 21, #01-133""",530205,530205,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.359541773,103.8851674
399,"""COLD STORAGE @ HOLLAND SHOPPING CENTRE""","""2. Retailer E-bin""","""211 HOLLAND AVENUE, #01-02""",278967,278967,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.310277476,103.7953712
400,"""COLD STORAGE @ NEX""","""2. Retailer E-bin""","""23 SERANGOON CENTRAL, #B2-44""",556083,556083,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.350675514,103.8718616
401,"""COLD STORAGE @ NORTHPOINT CITY""","""2. Retailer E-bin""","""930 YISHUN AVE 2, #B1-06""",769098,769098,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.429244143,103.8361072
402,"""COLD STORAGE @ SIME DARBY""","""2. Retailer E-bin""","""896 DUNEARN ROAD, #02-01""",589472,589472,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.336675737,103.7837092
403,"""COLD STORAGE @ TAKASHIMAYA NGEE ANN CITY""","""2. Retailer E-bin""","""391A ORCHARD ROAD, #B2-01, NEAR CASHIER""",238872,238872,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.302424172,103.8346761
404,"""COLD STORAGE @ TAMPINES 1""","""2. Retailer E-bin""","""10 TAMPINES CENTRAL 1, #B1-01""",529536,529536,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.354323212,103.9451412
405,"""COLD STORAGE @ THE RAIL MALL""","""2. Retailer E-bin""","""464-484 UPPER BUKIT TIMAH ROAD""",678077,678077,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.360123682,103.7675422
407,"""COLD STORAGE @ WEST MALL""","""2. Retailer E-bin""","""1 BUKIT BATOK CENTRAL LINK, #B1-01""",658713,658713,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.350375416,103.7491239
408,"""DECATHLON @ BEDOK""","""2. Retailer E-bin""","""750A CHAI CHEE ROAD, #01-01""",469001,469001,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.322978202,103.9221246
409,"""DECATHLON @ CITY SQUARE MALL""","""2. Retailer E-bin""","""180 KITCHENER RD, CITY SQUARE MALL, #02-03""",208539,208539,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.311305171,103.8564218
410,"""DECATHLON @ JOO KOON""","""2. Retailer E-bin""","""1 JOO KOON CIRCLE, FAIRPRICE HUB, #02-21""",629117,629117,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.324606649,103.6780964
411,"""DECATHLON @ NORTHSHORE PLAZA""","""2. Retailer E-bin""","""407 NORTHSHORE DRIVE, #01-27""",820407,820407,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.416761272,103.9020744
412,"""DECATHLON @ STADIUM""","""2. Retailer E-bin""","""230 STADIUM BOULEVARD""",397799,397799,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.304260161,103.8823678
413,"""DECATHLON @ THE CENTREPOINT""","""2. Retailer E-bin""","""176 ORCHARD ROAD, THE CENTREPOINT, #01-14""",238843,238843,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.301514467,103.8400544
414,"""FAIRPRICE @ 107 TAMPINES ST 11""","""2. Retailer E-bin""","""107 TAMPINES ST 11, #01-353/355/357/359""",521107,521107,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.348371058,103.9481289
415,"""FAIRPRICE @ 12 ALEXANDRA VIEW""","""2. Retailer E-bin""","""12 ALEXANDRA VIEW, #01-18""",158736,158736,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.290127655,103.8165523
416,"""FAIRPRICE @ 152B SERANGOON AVE 4""","""2. Retailer E-bin""","""152B SERANGOON NORTH AVE 1, #01-384""",552152,552152,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.369799404,103.8730358
417,"""FAIRPRICE @ 20 LENGKOK BAHRU""","""2. Retailer E-bin""","""20 LENGKOK BAHRU, #01-13""",159053,159053,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.286832972,103.8146699
418,"""FAIRPRICE @ 253 SERANGOON CENTRAL DR""","""2. Retailer E-bin""","""253 SERANGOON CENTRAL DR, #01-241""",550253,550253,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.354039398,103.8708515
419,"""FAIRPRICE @ 279 BISHAN ST 24""","""2. Retailer E-bin""","""279 BISHAN ST 24, #01-62/64""",570279,570279,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.357222831,103.8437853
420,"""FAIRPRICE @ 29A GHIM MOH LINK""","""2. Retailer E-bin""","""29A GHIM MOH LINK, #01-01""",271029,271029,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.308492881,103.7845981
421,"""FAIRPRICE @ 4 BUKIT BATOK ST 41""","""2. Retailer E-bin""","""4 BUKIT BATOK ST 41 #01-91/92""",657991,657991,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.355941712,103.741127
422,"""FAIRPRICE @ 476 UPPER SERANGOON VIEW""","""2. Retailer E-bin""","""476 UPPER SERANGOON VIEW, #02-18""",530476,530476,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.377433378,103.9037136
423,"""FAIRPRICE @ 683 HOUGANG AVE 4""","""2. Retailer E-bin""","""682 HOUGANG AVE 4, #01-310""",530682,530682,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.373618304,103.8857489
424,"""FAIRPRICE @ 745 BEDOK RESEVOIR RD""","""2. Retailer E-bin""","""745 BEDOK RESERVOIR RD, #01-3015""",470745,470745,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.337376225,103.9217412
425,"""FAIRPRICE @ CORONATION PLAZA""","""2. Retailer E-bin""","""587 BUKIT TIMAH RD #01-01 CORONATION PLAZA, #01-01""",269707,269707,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.323835122,103.8099996
426,"""FAIRPRICE @ E!HUB""","""2. Retailer E-bin""","""1 PASIR RIS CLOSE, E!HUB DOWNTOWN EAST, #02-127, #02-127""",519599,519599,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.379127179,103.9554448
427,"""FAIRPRICE @ FAIRPRICE HUB""","""2. Retailer E-bin""","""1 JOO KOON CIRCLE, FAIRPRICE HUB, LEVEL 3""",629117,629117,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.324606649,103.6780964
428,"""FAIRPRICE @ FUNAN MALL""","""2. Retailer E-bin""","""107 NORTH BRIDGE RD #B1-10 FUNAN MALL, #B1-10""",179105,179105,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.291347597,103.8499898
429,"""FAIRPRICE @ JEWEL CHANGI AIRPORT""","""2. Retailer E-bin""","""78 AIRPORT BOULEVARD, JEWEL CHANGI AIRPORT, #B2-205 TO 208""",819666,819666,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.360062894,103.9899892
430,"""FAIRPRICE @ KATONG VILLAGE HOTEL""","""2. Retailer E-bin""","""30 EAST COAST RD, KATONG VILLAGE HOTEL, #01-06/07/08/09""",428751,428751,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.303861208,103.9028714
431,"""FAIRPRICE @ TEKKA PLACE""","""2. Retailer E-bin""","""2 SERANGOON RD, TEKKA PLACE, #B1-06/07/08/09""",218227,218227,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.305122222,103.8514388
432,"""FAIRPRICE @ TERMINAL 3""","""2. Retailer E-bin""","""65 AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 3, #B2-10""",819663,819663,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.354370741,103.9851696
433,"""FAIRPRICE @ THE WOODGROVE""","""2. Retailer E-bin""","""30 WOODLANDS AVE 1, THE WOODGROVE, #01-11""",739065,739065,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.429384741,103.7812921
434,"""FAIRPRICE @ TIONG BAHRU PLAZA""","""2. Retailer E-bin""","""302 TIONG BAHRU ROAD, #B1-01""",168732,168732,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.286463454,103.8269351
435,"""FAIRPRICE @ VALLEY POINT""","""2. Retailer E-bin""","""491 RIVER VALLEY ROAD, VALLEY POINT, #01-14""",248371,248371,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.293099172,103.8270462
436,"""FAIRPRICE @ WATERWAY POINT""","""2. Retailer E-bin""","""83 PUNGGOL CENTRAL, WATERWAY POINT, #B2-32""",828761,828761,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.406412835,103.9021889
437,"""GIANT @ 256 BANGKIT ROAD""","""2. Retailer E-bin""","""256 BANGKIT ROAD, #01-69""",670256,670256,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.379047757,103.7729375
438,"""GIANT @ 260 KIM KEAT AVENUE""","""2. Retailer E-bin""","""260 KIM KEAT AVENUE, #01-01""",310260,310260,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.331999623,103.8573785
439,"""GIANT @ 284 BUKIT BATOK EAST""","""2. Retailer E-bin""","""284 BUKIT BATOK EAST, #01-251""",650284,650284,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.346699052,103.7572767
440,"""GIANT @ 293 YISHUN ST 22""","""2. Retailer E-bin""","""293 YISHUN STREET 22, #01-261""",760293,760293,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.436114254,103.8376052
441,"""GIANT @ 376 BUKIT BATOK ST 31""","""2. Retailer E-bin""","""376 BUKIT BATOK ST 31, #01-116""",650376,650376,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.358317052,103.7495799
442,"""GIANT @ 418 YISHUN AVENUE 11""","""2. Retailer E-bin""","""418 YISHUN AVENUE 11, #01-433""",760418,760418,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.424899319,103.8472498
443,"""GIANT @ 440 PASIR RIS DRIVE""","""2. Retailer E-bin""","""440 PASIR RIS DRIVE 4, #01-01""",510440,510440,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.369008093,103.9586966
444,"""GIANT @ 525 ANG MO KIO AVE 10""","""2. Retailer E-bin""","""525 ANG MO KIO AVE 10, #01-2401""",560525,560525,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.372645696,103.8538907
445,"""GIANT @ 622D PUNGGOL CENTRAL""","""2. Retailer E-bin""","""622D PUNGGOL CENTRAL, #01-06""",824622,824622,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.40053115,103.9105369
446,"""GIANT @ 982 BUANGKOK CRESCENT""","""2. Retailer E-bin""","""982 BUANGKOK CRESCENT, #01-01""",530982,530982,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.380850355,103.8793091
447,"""GIANT @ ADMIRALTY MRT""","""2. Retailer E-bin""","""70  WOODLANDS AVE 7, #01-05""",738344,738344,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.440588562,103.8009905
448,"""GIANT @ BEAUTY WORLD CENTRE""","""2. Retailer E-bin""","""144 UPPER BUKIT TIMAH ROAD, #B1-01""",588177,588177,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.342412642,103.7765394
449,"""GIANT @ GREENRIDGE SHOPPING CENTRE""","""2. Retailer E-bin""","""524A JELAPANG ROAD, #03-13""",671524,671524,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.385405693,103.7662285
450,"""GIANT @ HDB BISHAN BRANCH OFFICE""","""2. Retailer E-bin""","""512 BISHAN STREET 13, #01-524""",570512,570512,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.34962235,103.8498817
451,"""GIANT @ JK CENTRE""","""2. Retailer E-bin""","""291 JOO CHIAT RD, #01-01""",427543,427543,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.30987097,103.902355
452,"""GIANT @ KAMPUNG UBI""","""2. Retailer E-bin""","""306 UBI AVE 1, KAMPUNG UBI, #01-85""",400306,400306,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.329871172,103.9019304
453,"""GIANT @ KHATIB MRT""","""2. Retailer E-bin""","""201 YISHUN AVE 2, #01-03""",618640,618640,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.325911705,103.7245502
454,"""GIANT @ NEXT TO SERANGOON MARKET""","""2. Retailer E-bin""","""266 SERANGOON CENTRAL DRIVE, #01-255""",550266,550266,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.35323213,103.8714724
455,"""GIANT @ NTU CANTEEN 2""","""2. Retailer E-bin""","""35 STUDENTS WALK, #01-01""",639548,639548,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.348422666,103.6854342
456,"""GIANT @ SUNSHINE PLACE""","""2. Retailer E-bin""","""475 CHOA CHU KANG AVE 3, #01-01""",680475,680475,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.377897277,103.7390155
457,"""GIANT @ TAMPINES MART""","""2. Retailer E-bin""","""9 TAMPINES STREET 32, #01-16""",529286,529286,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.35416724,103.9599359
458,"""GIANT @ VISTA POINT""","""2. Retailer E-bin""","""548 WOODLANDS DRIVE 44, #01-37""",730548,730548,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.430999316,103.7941016
459,"""GIANT @ WATERWAY BANKS""","""2. Retailer E-bin""","""671 EDGEFIELD PLAINS""",820671,820671,"""E-waste accepted: Batteries only""","""https://alba-ewaste.sg""",1.40566048,103.9119913
460,"""BEST DENKI @ BEDOK MALL""","""2. Retailer E-bin""","""311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44, BASEMENT 1 MAIN ENTRANCE""",467360,467360,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.324750542,103.9291892
461,"""BEST DENKI @ FUNAN""","""2. Retailer E-bin""","""109 NORTH BRIDGE ROAD, FUNAN, #03-16, IN-STORE""",179097,179097,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.291372584,103.8502825
462,"""BEST DENKI @ GREAT WORLD CITY""","""2. Retailer E-bin""","""1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01""",237994,237994,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.293172204,103.8320953
463,"""BEST DENKI @ HILLION MALL""","""2. Retailer E-bin""","""17 PETIR ROAD, HILLION MALL, #B1-65, BASEMENT 1""",678278,678278,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.378411651,103.7638295
464,"""BEST DENKI @ IMM""","""2. Retailer E-bin""","""2 JURONG EAST STREET 21, IMM, #03-33, IN-STORE""",609601,609601,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.334917588,103.7468771
465,"""BEST DENKI @ JUNCTION 8 SHOPPING CENTRE""","""2. Retailer E-bin""","""9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #03-02, IN-STORE""",579837,579837,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.350422157,103.8488262
466,"""BEST DENKI @ JURONG POINT""","""2. Retailer E-bin""","""63 JURONG WEST CENTRAL 3, JURONG POINT, #B1-92, IN-STORE""",648331,648331,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33931504,103.705351
467,"""BEST DENKI @ NGEE ANN CITY TOWER A""","""2. Retailer E-bin""","""391A ORCHARD ROAD, NGEE ANN CITY TOWER A, LEVEL 5""",238873,238873,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.302424172,103.8346761
468,"""BEST DENKI @ PARKWAY PARADE""","""2. Retailer E-bin""","""80 MARINE PARADE ROAD, PARKWAY PARADE, #03-29, IN-STORE""",449269,449269,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.30106068,103.9053395
